['./machsuite/databases/original-size/merged/stencil_result.db']
391987.0 {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 2690120.0 for point: {'__PARA__L0': 1, '__PARA__L1': 31, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}

